Date,temp_max,temp_min
2023-02-01,4,1
2023-02-02,3,-3
2023-02-03,0,-4
2023-02-04,0,-4
2023-02-05,0,-10
2023-02-06,1,-5
2023-02-07,1,-3
2023-02-08,-1,-4
2023-02-09,0,-5
2023-02-10,3,-1
2023-02-11,6,1
2023-02-12,5,-3
2023-02-13,8,2
2023-02-14,5,2
2023-02-15,4,1
2023-02-16,7,0
2023-02-17,9,5
2023-02-18,6,3
2023-02-19,5,1
2023-02-20,7,0
2023-02-21,6,1
2023-02-22,1,1
