Date,temp_max,temp_min
2023-02-01,4,2
2023-02-02,4,-3
2023-02-03,5,-2
2023-02-04,2,-3
2023-02-05,0,-8
2023-02-06,2,-7
2023-02-07,0,-9
2023-02-08,2,-4
2023-02-09,3,-8
2023-02-10,4,-2
2023-02-11,6,1
2023-02-12,6,3
2023-02-13,6,4
2023-02-14,8,-5
2023-02-15,8,-5
2023-02-16,9,-3
2023-02-17,11,4
2023-02-18,9,2
2023-02-19,6,0
2023-02-20,9,0
2023-02-21,9,4
2023-02-22,4,3
