Date,temp_max,temp_min
2023-02-01,5,1
2023-02-02,5,-2
2023-02-03,7,-3
2023-02-04,5,-4
2023-02-05,-1,-7
2023-02-06,0,-7
2023-02-07,0,-9
2023-02-08,0,-6
2023-02-09,5,-7
2023-02-10,4,-3
2023-02-11,6,0
2023-02-12,8,4
2023-02-13,7,4
2023-02-14,5,0
2023-02-15,8,-4
2023-02-16,9,-5
2023-02-17,13,2
2023-02-18,11,6
2023-02-19,6,1
2023-02-20,12,0
2023-02-21,12,5
2023-02-22,5,5
