Date,temp_max,temp_min
2023-02-01,4,1
2023-02-02,3,1
2023-02-03,3,-2
2023-02-04,3,-3
2023-02-05,-4,-10
2023-02-06,-2,-12
2023-02-07,-3,-13
2023-02-08,0,-8
2023-02-09,2,-12
2023-02-10,2,-10
2023-02-11,3,-4
2023-02-12,5,-2
2023-02-13,5,0
2023-02-14,5,3
2023-02-15,8,-2
2023-02-16,9,-3
2023-02-17,10,0
2023-02-18,11,5
2023-02-19,8,0
2023-02-20,11,0
2023-02-21,10,3
2023-02-22,4,4
