Date,temp_max,temp_min
2023-02-01,5,2
2023-02-02,3,0
2023-02-03,1,-2
2023-02-04,-1,-5
2023-02-05,-2,-8
2023-02-06,-2,-8
2023-02-07,0,-7
2023-02-08,1,-6
2023-02-09,2,-8
2023-02-10,2,-2
2023-02-11,5,1
2023-02-12,3,0
2023-02-13,6,3
2023-02-14,5,2
2023-02-15,3,0
2023-02-16,7,-3
2023-02-17,10,3
2023-02-18,9,2
2023-02-19,5,1
2023-02-20,8,1
2023-02-21,8,4
2023-02-22,4,4
